14,2000;Close Investigation;Lights On!;;Freeze
14,4000;Close Investigation;Lights On!;;Freeze
14,6000;Close Investigation;Lights On!;;Freeze
14,8000;Close Investigation;Lights On!;;Freeze
15,0000;Close Investigation;Lights On!;;Freeze
15,2000;AG Sniff;Lights On!;;Freeze
15,4000;AG Sniff;Lights On!;;Freeze
15,6000;AG Sniff;Lights On!;;Freeze
15,8000;AG Sniff;Lights On!;;Freeze
16,0000;AG Sniff;Lights On!;;Freeze
16,2000;AG Sniff;Lights On!;;Freeze
16,4000;AG Sniff;Lights On!;;Freeze
16,6000;AG Sniff;Lights On!;;Freeze
16,8000;AG Sniff;Lights On!;;Freeze
17,0000;AG Sniff;Lights On!;;Freeze
17,2000;AG Sniff;Lights On!;;Freeze
17,4000;AG Sniff;Lights On!;;Freeze
17,6000;AG Sniff;Lights On!;;Freeze
17,8000;AG Sniff;Lights On!;;Freeze
18,0000;AG Sniff;Lights On!;;Freeze
18,2000;AG Sniff;Lights On!;;Freeze
18,4000;AG Sniff;Lights On!;;Freeze
18,6000;AG Sniff;Lights On!;;Freeze
18,8000;AG Sniff;Lights On!;;Freeze
19,0000;AG Sniff;Lights On!;;Freeze
19,2000;AG Sniff;Lights On!;;Freeze
19,4000;AG Sniff;Lights On!;;Freeze
19,6000;AG Sniff;Lights On!;;Freeze
19,8000;AG Sniff;Lights On!;;Freeze
20,0000;AG Sniff;Lights On!;;Freeze
20,2000;No Movement;Lights On!;;Freeze
20,4000;No Movement;Lights On!;;Freeze
20,6000;No Movement;Lights On!;;Freeze
20,8000;No Movement;Lights On!;;Freeze
21,0000;No Movement;Lights On!;;Freeze
21,2000;No Movement;Lights On!;;Freeze
21,4000;No Movement;Lights On!;;Freeze
21,6000;No Movement;Lights On!;;Freeze
21,8000;No Movement;Lights On!;;Freeze
22,0000;No Movement;Lights On!;;Freeze
22,2000;No Movement;Lights On!;;Freeze
22,4000;No Movement;Lights On!;;Freeze
22,6000;No Movement;Lights On!;;Freeze
22,8000;No Movement;Lights On!;;Freeze
23,0000;No Movement;Lights On!;;Freeze
23,2000;No Movement;Lights On!;;Freeze
23,4000;No Movement;Lights On!;;
23,6000;No Movement;Lights On!;;
23,8000;No Movement;Lights On!;;
24,0000;No Movement;Lights On!;;
24,2000;Free Locomotion;Lights On!;;
24,4000;Free Locomotion;Lights On!;;
24,6000;Free Locomotion;Lights On!;;
24,8000;Free Locomotion;Lights On!;;
25,0000;Free Locomotion;Lights On!;;
25,2000;Free Locomotion;Lights On!;;
25,4000;Free Locomotion;Lights On!;;
25,6000;Free Locomotion;Lights On!;;
25,8000;Free Locomotion;Lights On!;;
26,0000;Free Locomotion;Lights On!;;
26,2000;Free Locomotion;Lights On!;;
26,4000;Free Locomotion;Lights On!;Interaction;
26,6000;Free Locomotion;Lights On!;Interaction;
26,8000;Free Locomotion;Lights On!;Interaction;
27,0000;Free Locomotion;Lights On!;Interaction;
27,2000;Free Locomotion;Lights On!;Interaction;
27,4000;Free Locomotion;Lights On!;Interaction;
27,6000;Free Locomotion;Lights On!;Interaction;
27,8000;Free Locomotion;Lights On!;Interaction;
28,0000;Free Locomotion;Lights On!;Interaction;
28,2000;Free Locomotion;Lights On!;Interaction;
28,4000;Free Locomotion;Lights On!;Interaction;
28,6000;Free Locomotion;Lights On!;Interaction;
28,8000;Free Locomotion;Lights On!;Interaction;
29,0000;Free Locomotion;Lights On!;Interaction;
29,2000;Free Locomotion;Lights On!;Interaction;
29,4000;Free Locomotion;Lights On!;Interaction;
29,6000;Free Locomotion;Lights On!;Interaction;
29,8000;Free Locomotion;Lights On!;Interaction;
30,0000;Free Locomotion;Lights On!;Interaction;
30,2000;No Movement;Lights On!;;
30,4000;No Movement;Lights On!;;
30,6000;No Movement;Lights On!;;
30,8000;No Movement;Lights On!;;
31,0000;No Movement;Lights On!;;
31,2000;No Movement;Lights On!;;
31,4000;No Movement;Lights On!;;
31,6000;No Movement;Lights On!;;
31,8000;Attack;Lights On!;;
32,0000;Attack;Lights On!;;
32,2000;Attack;Lights On!;;
32,4000;Attack;Lights On!;;
32,6000;Attack;Lights On!;;
32,8000;Attack;Lights On!;;
33,0000;Attack;Lights On!;;
33,2000;Attack;Lights On!;;
33,4000;Attack;Lights On!;;
33,6000;Attack;Lights On!;;
33,8000;Attack;Lights On!;;
34,0000;Attack;Lights On!;;
34,2000;Attack;Lights On!;;
34,4000;Attack;Lights On!;;
34,6000;Attack;Lights On!;;
34,8000;Close Investigation;Lights On!;;
35,0000;Close Investigation;Lights On!;;
35,2000;Close Investigation;Lights On!;;
35,4000;Close Investigation;Lights On!;;
35,6000;Close Investigation;Lights On!;;
35,8000;Close Investigation;Lights On!;;
36,0000;Close Investigation;Lights On!;;
36,2000;Close Investigation;Lights On!;;
36,4000;Close Investigation;Lights On!;;
36,6000;Close Investigation;Lights On!;;
36,8000;Close Investigation;Lights On!;;
37,0000;Close Investigation;;;
37,2000;Close Investigation;;;
37,4000;Close Investigation;;;
37,6000;Close Investigation;;;
37,8000;Close Investigation;;;
38,0000;Close Investigation;;;
38,2000;Close Investigation;;;
38,4000;Close Investigation;;;
38,6000;Close Investigation;;;
38,8000;Close Investigation;;;
39,0000;Close Investigation;;;
39,2000;Close Investigation;;;
39,4000;Close Investigation;;;
39,6000;Close Investigation;;;
39,8000;Close Investigation;;;
40,0000;Close Investigation;;;
40,2000;Close Investigation;;;
40,4000;Close Investigation;;;
40,6000;Close Investigation;;;
40,8000;AG Sniff;;;
41,0000;AG Sniff;;;
41,2000;AG Sniff;;;
41,4000;AG Sniff;;;
41,6000;AG Sniff;;;
41,8000;AG Sniff;;;
42,0000;AG Sniff;;;
42,2000;AG Sniff;;;
42,4000;AG Sniff;;;
42,6000;AG Sniff;;;
42,8000;AG Sniff;;;
43,0000;AG Sniff;;;
43,2000;AG Sniff;;;
43,4000;AG Sniff;;;
43,6000;AG Sniff;;;
43,8000;AG Sniff;;;
44,0000;AG Sniff;;;
44,2000;AG Sniff;;;
44,4000;AG Sniff;;;
44,6000;AG Sniff;;;
44,8000;AG Sniff;;;
45,0000;AG Sniff;;;
45,2000;AG Sniff;;;
45,4000;AG Sniff;;;
45,6000;AG Sniff;;;
45,8000;No Movement;;;
46,0000;No Movement;;;
46,2000;No Movement;;;
46,4000;No Movement;;;
46,6000;No Movement;;;
46,8000;No Movement;;;
47,0000;No Movement;;;
47,2000;No Movement;;;
47,4000;No Movement;;;Freeze
47,6000;No Movement;;;Freeze
47,8000;No Movement;;;Freeze
48,0000;No Movement;;;Freeze
48,2000;No Movement;;;Freeze
48,4000;No Movement;;;Freeze
48,6000;No Movement;;;Freeze
48,8000;No Movement;;;Freeze
49,0000;No Movement;;;Freeze
49,2000;No Movement;;;Freeze
49,4000;No Movement;;;Freeze
49,6000;No Movement;;;Freeze
49,8000;Free Locomotion;;;Freeze
50,0000;Free Locomotion;;;Freeze
50,2000;Free Locomotion;;;Freeze
50,4000;Free Locomotion;;;Freeze
50,6000;Free Locomotion;;;Freeze
50,8000;Free Locomotion;;;Freeze
51,0000;Free Locomotion;;;Freeze
51,2000;Free Locomotion;;;Freeze
51,4000;Free Locomotion;;;Freeze
51,6000;Free Locomotion;;;Freeze
51,8000;Free Locomotion;;;Freeze
52,0000;Free Locomotion;;;Freeze
52,2000;Free Locomotion;;;Freeze
52,4000;Free Locomotion;;;Freeze
52,6000;Free Locomotion;;;Freeze
52,8000;Free Locomotion;;;Freeze
53,0000;Free Locomotion;;;Freeze
53,2000;Free Locomotion;;;Freeze
53,4000;Free Locomotion;;;Freeze
53,6000;Free Locomotion;;;Freeze
53,8000;Free Locomotion;;;Freeze
54,0000;Free Locomotion;;;Freeze
54,2000;Free Locomotion;;;Freeze
54,4000;Free Locomotion;;;Freeze
54,6000;Free Locomotion;;;Freeze
54,8000;Free Locomotion;;;Freeze
55,0000;Free Locomotion;;;Freeze
55,2000;Free Locomotion;;;Freeze
55,4000;Free Locomotion;;;Freeze
55,6000;Free Locomotion;;;Freeze
55,8000;No Movement;;;Freeze
56,0000;No Movement;;;Freeze
56,2000;No Movement;;;Freeze
56,4000;No Movement;;;Freeze
56,6000;No Movement;;;Freeze
56,8000;No Movement;;;Freeze
57,0000;No Movement;;;Freeze
57,2000;No Movement;;;Freeze
57,4000;Attack;;;Freeze
57,6000;Attack;;;Freeze
57,8000;Attack;;;Freeze
58,0000;Attack;;;Freeze
58,2000;Attack;;;Freeze
58,4000;Attack;;;Freeze
58,6000;Attack;;;Freeze
58,8000;Attack;;;Freeze
59,0000;Attack;;;Freeze
59,2000;Attack;;;Freeze
59,4000;Attack;;;Freeze
59,6000;Attack;;;Freeze
59,8000;Attack;;;Freeze
60,0000;Attack;;;Freeze
60,2000;Attack;;;Freeze
60,4000;Close Investigation;;;Freeze
60,6000;Close Investigation;;;Freeze
60,8000;Close Investigation;;;Freeze
61,0000;Close Investigation;;;Freeze
61,2000;Close Investigation;;;Freeze
61,4000;Close Investigation;;;Freeze
61,6000;Close Investigation;;;Freeze
61,8000;Close Investigation;;;Freeze
62,0000;Close Investigation;;;Freeze
62,2000;Close Investigation;;;Freeze
62,4000;Close Investigation;;;Freeze
62,6000;Close Investigation;;;Freeze
62,8000;Close Investigation;;;Freeze
63,0000;Close Investigation;;;Freeze
63,2000;Close Investigation;;;Freeze
63,4000;Close Investigation;;;Freeze
63,6000;Close Investigation;;;Freeze
63,8000;Close Investigation;;;Freeze
64,0000;Close Investigation;;;Freeze
64,2000;Close Investigation;;;Freeze
64,4000;Close Investigation;;;Freeze
64,6000;Close Investigation;;;Freeze
64,8000;Close Investigation;;;Freeze
65,0000;Close Investigation;;;Freeze
65,2000;Close Investigation;;;Freeze
65,4000;Close Investigation;;;Freeze
65,6000;Close Investigation;;;Freeze
65,8000;Close Investigation;;;Freeze
66,0000;Close Investigation;;;Freeze
66,2000;Close Investigation;;;Freeze
66,4000;AG Sniff;;;
66,6000;AG Sniff;;;
66,8000;AG Sniff;;;
67,0000;AG Sniff;;;
67,2000;AG Sniff;;;
67,4000;AG Sniff;;;
67,6000;AG Sniff;;;
67,8000;AG Sniff;;;
68,0000;AG Sniff;;;
68,2000;AG Sniff;;;
68,4000;AG Sniff;;;
68,6000;AG Sniff;;;
68,8000;AG Sniff;;;
69,0000;AG Sniff;;;
69,2000;AG Sniff;;;
69,4000;AG Sniff;;;
69,6000;AG Sniff;;;
69,8000;AG Sniff;;;
70,0000;AG Sniff;;;
70,2000;AG Sniff;;;
70,4000;AG Sniff;;;
70,6000;AG Sniff;;;
70,8000;AG Sniff;;;
71,0000;AG Sniff;;;
71,2000;AG Sniff;;;
71,4000;No Movement;;;
71,6000;No Movement;;;
71,8000;No Movement;;;
72,0000;No Movement;;;
72,2000;No Movement;;;
72,4000;No Movement;;;Freeze
72,6000;No Movement;;;Freeze
72,8000;No Movement;;;Freeze
73,0000;No Movement;;;Freeze
73,2000;No Movement;;;Freeze
73,4000;No Movement;;;Freeze
73,6000;No Movement;;;Freeze
73,8000;No Movement;;;Freeze
74,0000;No Movement;;;Freeze
74,2000;No Movement;;;Freeze
74,4000;No Movement;;;Freeze
74,6000;No Movement;;;Freeze
74,8000;No Movement;;;Freeze
75,0000;No Movement;;;Freeze
75,2000;No Movement;;;Freeze
75,4000;Free Locomotion;;;Freeze
75,6000;Free Locomotion;;;Freeze
75,8000;Free Locomotion;;;Freeze
76,0000;Free Locomotion;;;Freeze
76,2000;Free Locomotion;;;Freeze
76,4000;Free Locomotion;;;Freeze
76,6000;Free Locomotion;;;Freeze
76,8000;Free Locomotion;;;Freeze
77,0000;Free Locomotion;;;Freeze
77,2000;Free Locomotion;;;Freeze
77,4000;Free Locomotion;;;Freeze
77,6000;Free Locomotion;;;Freeze
77,8000;Free Locomotion;;;Freeze
78,0000;Free Locomotion;;;Freeze
78,2000;Free Locomotion;;;Freeze
78,4000;Free Locomotion;;;Freeze
78,6000;Free Locomotion;;;Freeze
78,8000;Free Locomotion;;;Freeze
79,0000;Free Locomotion;;;Freeze
79,2000;Free Locomotion;;;Freeze
79,4000;Free Locomotion;;;Freeze
79,6000;Free Locomotion;;;Freeze
79,8000;Free Locomotion;;;Freeze
80,0000;Free Locomotion;;;Freeze
80,2000;Free Locomotion;;;Freeze
80,4000;Free Locomotion;;;Freeze
80,6000;Free Locomotion;;;Freeze
80,8000;Free Locomotion;;;Freeze
81,0000;Free Locomotion;;;Freeze
81,2000;Free Locomotion;;;Freeze
81,4000;No Movement;;;Freeze
81,6000;No Movement;;;Freeze
81,8000;No Movement;;;Freeze
82,0000;No Movement;;;Freeze
82,2000;No Movement;;;Freeze
82,4000;No Movement;;;Freeze
82,6000;No Movement;;;Freeze
82,8000;No Movement;;;Freeze
83,0000;Attack;;;Freeze
83,2000;Attack;;;Freeze
83,4000;Attack;;;Freeze
83,6000;Attack;;;Freeze
83,8000;Attack;;;Freeze
84,0000;Attack;;;Freeze
84,2000;Attack;;;Freeze
84,4000;Attack;;;Freeze
84,6000;Attack;;;Freeze
84,8000;Attack;;;Freeze
85,0000;Attack;;;Freeze
85,2000;Attack;;;Freeze
85,4000;Attack;;;Freeze
85,6000;Attack;;;Freeze
85,8000;Attack;;;Freeze
86,0000;Close Investigation;;;Freeze
86,2000;Close Investigation;;;Freeze
86,4000;Close Investigation;;;Freeze
86,6000;Close Investigation;;;Freeze
86,8000;Close Investigation;;;Freeze
87,0000;Close Investigation;;;Freeze
87,2000;Close Investigation;;;Freeze
87,4000;Close Investigation;;;Freeze
87,6000;Close Investigation;;;Freeze
87,8000;Close Investigation;;;Freeze
88,0000;Close Investigation;;;Freeze
88,2000;Close Investigation;;;Freeze
88,4000;Close Investigation;;;Freeze
88,6000;Close Investigation;;;Freeze
88,8000;Close Investigation;;;Freeze
89,0000;Close Investigation;;;Freeze
89,2000;Close Investigation;;;Freeze
89,4000;Close Investigation;;;Freeze
89,6000;Close Investigation;;;Freeze
89,8000;Close Investigation;;;Freeze
90,0000;Close Investigation;;;Freeze
90,2000;Close Investigation;;;Freeze
90,4000;Close Investigation;;;Freeze
90,6000;Close Investigation;;;Freeze
90,8000;Close Investigation;;;Freeze
91,0000;Close Investigation;;;Freeze
91,2000;Close Investigation;;;Freeze
91,4000;Close Investigation;;;
91,6000;Close Investigation;;;
91,8000;Close Investigation;;;
92,0000;AG Sniff;;;
92,2000;AG Sniff;;;
92,4000;AG Sniff;;;
92,6000;AG Sniff;;;
92,8000;AG Sniff;;;
93,0000;AG Sniff;;;
93,2000;AG Sniff;;;
93,4000;AG Sniff;;;
93,6000;AG Sniff;;;
93,8000;AG Sniff;;;
94,0000;AG Sniff;;;
94,2000;AG Sniff;;;
94,4000;AG Sniff;;;
94,6000;AG Sniff;;;
94,8000;AG Sniff;;Interaction;
95,0000;AG Sniff;Lights On!;Interaction;
95,2000;AG Sniff;Lights On!;Interaction;
95,4000;AG Sniff;Lights On!;Interaction;
95,6000;AG Sniff;Lights On!;Interaction;
95,8000;AG Sniff;Lights On!;Interaction;
96,0000;AG Sniff;Lights On!;Interaction;
96,2000;AG Sniff;Lights On!;Interaction;
96,4000;AG Sniff;Lights On!;Interaction;
96,6000;AG Sniff;Lights On!;Interaction;
96,8000;AG Sniff;Lights On!;Interaction;
97,0000;No Movement;Lights On!;Interaction;
97,2000;No Movement;Lights On!;Interaction;
97,4000;No Movement;Lights On!;Interaction;
97,6000;No Movement;Lights On!;Interaction;
97,8000;No Movement;Lights On!;Interaction;
98,0000;No Movement;Lights On!;Interaction;
98,2000;No Movement;Lights On!;Interaction;
98,4000;No Movement;Lights On!;Interaction;
98,6000;No Movement;Lights On!;;
98,8000;No Movement;Lights On!;;
99,0000;No Movement;Lights On!;;
99,2000;No Movement;Lights On!;;
99,4000;No Movement;Lights On!;;
99,6000;No Movement;Lights On!;;
99,8000;No Movement;Lights On!;;
100,0000;No Movement;Lights On!;;
100,2000;No Movement;Lights On!;;
100,4000;No Movement;Lights On!;;
100,6000;No Movement;Lights On!;;
100,8000;No Movement;Lights On!;;
101,0000;Free Locomotion;Lights On!;;
101,2000;Free Locomotion;Lights On!;;
101,4000;Free Locomotion;Lights On!;;
101,6000;Free Locomotion;Lights On!;;
101,8000;Free Locomotion;Lights On!;;
102,0000;Free Locomotion;Lights On!;;
102,2000;Free Locomotion;Lights On!;;
102,4000;Free Locomotion;Lights On!;;
102,6000;Free Locomotion;Lights On!;;
102,8000;Free Locomotion;Lights On!;;
103,0000;Free Locomotion;Lights On!;;
103,2000;Free Locomotion;Lights On!;;
103,4000;Free Locomotion;Lights On!;;
103,6000;Free Locomotion;Lights On!;;
103,8000;Free Locomotion;Lights On!;;
104,0000;Free Locomotion;Lights On!;;
104,2000;Free Locomotion;Lights On!;;
104,4000;Free Locomotion;Lights On!;;
104,6000;Free Locomotion;Lights On!;;
104,8000;Free Locomotion;Lights On!;;
105,0000;Free Locomotion;Lights On!;;
105,2000;Free Locomotion;Lights On!;;
105,4000;Free Locomotion;Lights On!;;
105,6000;Free Locomotion;Lights On!;;
105,8000;Free Locomotion;Lights On!;;
106,0000;Free Locomotion;Lights On!;;
106,2000;Free Locomotion;Lights On!;;
106,4000;Free Locomotion;Lights On!;;
106,6000;Free Locomotion;Lights On!;;
106,8000;Free Locomotion;Lights On!;;
107,0000;No Movement;Lights On!;;
107,2000;No Movement;Lights On!;;
107,4000;No Movement;Lights On!;;
107,6000;No Movement;Lights On!;;
107,8000;No Movement;Lights On!;;
108,0000;No Movement;Lights On!;;
108,2000;No Movement;Lights On!;;
108,4000;No Movement;Lights On!;;
108,6000;Attack;Lights On!;;
108,8000;Attack;Lights On!;;
109,0000;Attack;Lights On!;;
109,2000;Attack;Lights On!;;
109,4000;Attack;Lights On!;;
109,6000;Attack;Lights On!;;
109,8000;Attack;Lights On!;;
110,0000;Attack;Lights On!;;
110,2000;Attack;Lights On!;;
110,4000;Attack;Lights On!;;
110,6000;Attack;Lights On!;;
110,8000;Attack;Lights On!;;Freeze
111,0000;Attack;Lights On!;;Freeze
111,2000;Attack;Lights On!;;Freeze
111,4000;Attack;Lights On!;;Freeze
111,6000;Close Investigation;Lights On!;;Freeze
111,8000;Close Investigation;Lights On!;;Freeze
112,0000;Close Investigation;Lights On!;;Freeze
112,2000;Close Investigation;Lights On!;;Freeze
112,4000;Close Investigation;Lights On!;;Freeze
112,6000;Close Investigation;Lights On!;;Freeze
112,8000;Close Investigation;Lights On!;;Freeze
113,0000;Close Investigation;Lights On!;;Freeze
113,2000;Close Investigation;Lights On!;;Freeze
113,4000;Close Investigation;Lights On!;;Freeze
113,6000;Close Investigation;Lights On!;;Freeze
113,8000;Close Investigation;Lights On!;;Freeze
114,0000;Close Investigation;Lights On!;;Freeze
114,2000;Close Investigation;Lights On!;;Freeze
114,4000;Close Investigation;Lights On!;;Freeze
114,6000;Close Investigation;Lights On!;;Freeze
114,8000;Close Investigation;Lights On!;;Freeze
115,0000;Close Investigation;Lights On!;;Freeze
115,2000;Close Investigation;Lights On!;;Freeze
115,4000;Close Investigation;Lights On!;;Freeze
115,6000;Close Investigation;Lights On!;;Freeze
115,8000;Close Investigation;Lights On!;;Freeze
116,0000;Close Investigation;Lights On!;;Freeze
116,2000;Close Investigation;Lights On!;;Freeze
116,4000;Close Investigation;Lights On!;;Freeze
116,6000;Close Investigation;Lights On!;;Freeze
116,8000;Close Investigation;Lights On!;;Freeze
117,0000;Close Investigation;Lights On!;;Freeze
117,2000;Close Investigation;Lights On!;;Freeze
117,4000;Close Investigation;Lights On!;;Freeze
117,6000;AG Sniff;Lights On!;;Freeze
117,8000;AG Sniff;Lights On!;;Freeze
118,0000;AG Sniff;Lights On!;;Freeze
118,2000;AG Sniff;Lights On!;;Freeze
118,4000;AG Sniff;Lights On!;;Freeze
118,6000;AG Sniff;Lights On!;;Freeze
118,8000;AG Sniff;Lights On!;;Freeze
119,0000;AG Sniff;Lights On!;;Freeze
119,2000;AG Sniff;Lights On!;;Freeze
119,4000;AG Sniff;Lights On!;;Freeze
119,6000;AG Sniff;Lights On!;;Freeze
119,8000;AG Sniff;Lights On!;;Freeze
120,0000;AG Sniff;Lights On!;;Freeze
120,2000;AG Sniff;Lights On!;;Freeze
120,4000;AG Sniff;Lights On!;;Freeze
120,6000;AG Sniff;Lights On!;;Freeze
120,8000;AG Sniff;Lights On!;;Freeze
121,0000;AG Sniff;Lights On!;;Freeze
121,2000;AG Sniff;Lights On!;;Freeze
121,4000;AG Sniff;Lights On!;;Freeze
121,6000;AG Sniff;Lights On!;;Freeze
121,8000;AG Sniff;Lights On!;;Freeze
122,0000;AG Sniff;Lights On!;;Freeze
122,2000;AG Sniff;Lights On!;;Freeze
122,4000;AG Sniff;Lights On!;;Freeze
122,6000;No Movement;Lights On!;;Freeze
122,8000;No Movement;Lights On!;;Freeze
123,0000;No Movement;Lights On!;;Freeze
123,2000;No Movement;Lights On!;;Freeze
123,4000;No Movement;Lights On!;;Freeze
123,6000;No Movement;Lights On!;;Freeze
123,8000;No Movement;Lights On!;;Freeze
124,0000;No Movement;Lights On!;;Freeze
124,2000;No Movement;Lights On!;;Freeze
124,4000;No Movement;Lights On!;;Freeze
124,6000;No Movement;Lights On!;;Freeze
124,8000;No Movement;Lights On!;;Freeze
125,0000;No Movement;Lights On!;;Freeze
125,2000;No Movement;Lights On!;;Freeze
125,4000;No Movement;Lights On!;;Freeze
125,6000;No Movement;Lights On!;;Freeze
125,8000;No Movement;Lights On!;;Freeze
126,0000;No Movement;Lights On!;;Freeze
126,2000;No Movement;Lights On!;;Freeze
126,4000;No Movement;Lights On!;;Freeze
126,6000;Free Locomotion;Lights On!;;Freeze
126,8000;Free Locomotion;Lights On!;;Freeze
127,0000;Free Locomotion;Lights On!;;Freeze
127,2000;Free Locomotion;Lights On!;;Freeze
127,4000;Free Locomotion;;;Freeze
127,6000;Free Locomotion;;;Freeze
127,8000;Free Locomotion;;;Freeze
128,0000;Free Locomotion;;;Freeze
128,2000;Free Locomotion;;;Freeze
128,4000;Free Locomotion;;;Freeze
128,6000;Free Locomotion;;;Freeze
128,8000;Free Locomotion;;;Freeze
129,0000;Free Locomotion;;Interaction;Freeze
129,2000;Free Locomotion;;Interaction;Freeze
129,4000;Free Locomotion;;Interaction;Freeze
129,6000;Free Locomotion;;Interaction;Freeze
129,8000;Free Locomotion;;Interaction;
130,0000;Free Locomotion;;Interaction;
130,2000;Free Locomotion;;Interaction;
130,4000;Free Locomotion;;Interaction;
130,6000;Free Locomotion;;Interaction;
130,8000;Free Locomotion;;Interaction;
131,0000;Free Locomotion;;Interaction;
131,2000;Free Locomotion;;Interaction;
131,4000;Free Locomotion;;Interaction;
131,6000;Free Locomotion;;Interaction;
131,8000;Free Locomotion;;Interaction;
132,0000;Free Locomotion;;Interaction;
132,2000;Free Locomotion;;Interaction;
132,4000;Free Locomotion;;Interaction;
132,6000;No Movement;;Interaction;
132,8000;No Movement;;;
133,0000;No Movement;;;
133,2000;No Movement;;;
133,4000;No Movement;;;
133,6000;No Movement;;;
133,8000;No Movement;;;
134,0000;No Movement;;;
134,2000;Attack;;;
134,4000;Attack;;;
134,6000;Attack;;;
134,8000;Attack;;;
135,0000;Attack;;;
135,2000;Attack;;;
135,4000;Attack;;;
135,6000;Attack;;;
135,8000;Attack;;;
136,0000;Attack;;;
136,2000;Attack;;;
136,4000;Attack;;;
136,6000;Attack;;;
136,8000;Attack;;;
137,0000;Attack;;;
137,2000;Close Investigation;;;
137,4000;Close Investigation;;;
137,6000;Close Investigation;;;
137,8000;Close Investigation;;;
138,0000;Close Investigation;;;
138,2000;Close Investigation;;;
138,4000;Close Investigation;;;
138,6000;Close Investigation;;;
138,8000;Close Investigation;Lights On!;;
139,0000;Close Investigation;Lights On!;;
139,2000;Close Investigation;Lights On!;;
139,4000;Close Investigation;Lights On!;;
139,6000;Close Investigation;Lights On!;;
139,8000;Close Investigation;Lights On!;;
140,0000;Close Investigation;Lights On!;;
140,2000;Close Investigation;Lights On!;;
140,4000;Close Investigation;Lights On!;;
140,6000;Close Investigation;Lights On!;;
140,8000;Close Investigation;Lights On!;;
141,0000;Close Investigation;Lights On!;;
141,2000;Close Investigation;Lights On!;;
141,4000;Close Investigation;Lights On!;;
141,6000;Close Investigation;Lights On!;;
141,8000;Close Investigation;Lights On!;;
142,0000;Close Investigation;Lights On!;;
142,2000;Close Investigation;Lights On!;;
142,4000;Close Investigation;Lights On!;;Freeze
142,6000;Close Investigation;Lights On!;;Freeze
142,8000;Close Investigation;Lights On!;;Freeze
143,0000;Close Investigation;Lights On!;;Freeze
143,2000;AG Sniff;Lights On!;;Freeze
143,4000;AG Sniff;Lights On!;;Freeze
143,6000;AG Sniff;Lights On!;;Freeze
